ID: 237 VCC: 26.35 V: -0 -0  -0 C: 0 0.00488759  0.0244379 O: -0 -0  -0 HERR: 0  0  0
ID: 238 VCC: 26.39 V: -0 -0  -0 C: 0.0146628 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 239 VCC: 26.47 V: -0 -0  -0 C: 0 0.0195503  0 O: -0 -0  -0 HERR: 0  0  0
ID: 240 VCC: 26.35 V: -0 -0  -0 C: 0 0.00488759  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 241 VCC: 26.63 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 242 VCC: 26.35 V: -0 -0  -0 C: 0.0146628 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 243 VCC: 26.35 V: -0 -0  -0 C: 0 0.0244379  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 244 VCC: 26.31 V: -0 -0  -0 C: 0 0  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 245 VCC: 26.63 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 246 VCC: 26.47 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 247 VCC: 26.47 V: -0 -0  -0 C: 0 0.0146628  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 248 VCC: 26.51 V: -0 -0  -0 C: 0 0.0195503  0 O: -0 -0  -0 HERR: 0  0  0
ID: 249 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 250 VCC: 26.43 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 251 VCC: 26.43 V: -0 -0  -0 C: 0.00977517 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 252 VCC: 26.59 V: -0 -0  -0 C: 0.00488759 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 253 VCC: 26.59 V: -0 -0  -0 C: 0 0.0195503  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 254 VCC: 26.59 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 255 VCC: 26.43 V: -0 -0  -0 C: 0 0  0.0244379 O: -0 -0  -0 HERR: 0  0  0
ID: 0 VCC: 26.47 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 1 VCC: 26.31 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 2 VCC: 26.59 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 3 VCC: 26.51 V: -0 -0  -0 C: 0 0.0244379  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 4 VCC: 26.51 V: -0 -0  -0 C: 0 0  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 5 VCC: 26.47 V: -0 -0  -0 C: 0.00488759 0.0146628  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 6 VCC: 26.59 V: -0 -0  -0 C: 0 0.0244379  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 7 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 8 VCC: 26.51 V: -0 -0  -0 C: 0 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 9 VCC: 26.59 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 10 VCC: 26.63 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 11 VCC: 26.63 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 12 VCC: 26.63 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 13 VCC: 26.67 V: -0 -0  -0 C: 0.00488759 0.0146628  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 14 VCC: 26.43 V: -0 -0  -0 C: 0 0.0195503  0 O: -0 -0  -0 HERR: 0  0  0
ID: 15 VCC: 26.47 V: -0 -0  -0 C: 0.0146628 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 16 VCC: 26.39 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 17 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 18 VCC: 26.59 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 19 VCC: 26.55 V: -0 -0  -0 C: 0 0.00488759  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 20 VCC: 26.55 V: -0 -0  -0 C: 0 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 21 VCC: 26.59 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 22 VCC: 26.63 V: -0 -0  -0 C: 0.0146628 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 23 VCC: 26.55 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 24 VCC: 26.35 V: -0 -0  -0 C: 0.0146628 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 25 VCC: 26.43 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 26 VCC: 26.59 V: -0 -0  -0 C: 0 0  0.0342131 O: -0 -0  -0 HERR: 0  0  0
ID: 27 VCC: 26.51 V: -0 -0  -0 C: 0 0.0244379  0 O: -0 -0  -0 HERR: 0  0  0
ID: 28 VCC: 26.43 V: -0 -0  -0 C: 0 0  0.0195503 O: -0 -0  -0 HERR: 0  0  0
ID: 29 VCC: 26.63 V: -0 -0  -0 C: 0 0.00977517  0.00977517 O: -0 -0  -0 HERR: 0  0  0
ID: 30 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 31 VCC: 26.35 V: -0 -0  -0 C: 0.00488759 0.0244379  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 32 VCC: 26.43 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 33 VCC: 26.35 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 34 VCC: 26.51 V: -0 -0  -0 C: 0 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 35 VCC: 26.51 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 36 VCC: 26.31 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 37 VCC: 26.35 V: -0 -0  -0 C: 0.00488759 0.0195503  0.00977517 O: -0 -0  -0 HERR: 0  0  0
